car_park_no,address,x_coord,y_coord,car_park_type,type_of_parking_system,short_term_parking,free_parking,night_parking,car_park_decks,gantry_height,car_park_basement,lat,lon
CK9A,BLK 228-239 CHOA CHU KANG CENTRAL,18449.8356,40217.8144,SURFACE CAR PARK,ELECTRONIC PARKING,NO,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,1.3799885861926626,103.74750330141987
CLM,BLK 129A CLARENCE LANE,25894.5957,30541.7316,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.0,N,1.2924830119920754,103.81440063004621
CLRG,312 CLEMENTI AVE 4,20283.9283,33479.407,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,13,2.15,N,1.3190494117927227,103.76398569522001
CLTR,BLK 311 CLEMENTI AVE 4,20411.5945,33513.7467,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,13,2.1,N,1.3193599995859133,103.76513283286651
CM1,BLK 10 CANTONMENT CLOSE,28656.4003,28548.62,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.274458074101578,103.83921657284016
CR1,BLK 1/3/15/17 BEACH ROAD,31337.5185,31734.6056,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,4.5,N,1.3032708363009522,103.86330772252772
CR1A,BLK 2 BEACH ROAD,31521.2359,31781.8809,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,1.3036983570832235,103.86495851328495
CR1B,BLK 3 BEACH ROAD,31565.7734,31819.2245,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,1.3040360743039903,103.8653587075591
CR2,BLK 3/4 BEACH ROAD,31599.1055,31890.8184,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0.0,N,1.3046835403578911,103.86565822017201
CR29,BLK 29/30 KELANTAN LANE,30612.5155,32012.4666,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.3057837826214511,103.85679325981967
CR3,BLK 9 NORTH BRIDGE ROAD,31450.707,31933.4004,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,1.3050686537907725,103.86432479530656
CR30,BLK 639/640 ROWELL COURT,30406.377,32213.3125,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,4.5,N,1.3076001787299938,103.85494102404746
CR31,BLK 632/633/635 VEERASAMY ROAD,30379.3535,32063.9883,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,4.5,N,1.3062497454836361,103.85469819361333
CR4,BLK 7 NORTH BRIDGE ROAD,31351.9277,31854.1587,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0.0,N,1.3043520307210317,103.8634372086674
CR5,BLK 18/19 JALAN SULTAN,31218.4922,31730.7441,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,NO,YES,0,0.0,N,1.3032359268391907,103.86223821601028
CR6,BLK 10 NORTH BRIDGE ROAD,31342.5234,31983.7852,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.5,N,1.3055243279697732,103.86335272056319
CR7,BLK 464/463 CRAWFORD LANE,31229.7422,31984.8511,SURFACE CAR PARK,ELECTRONIC PARKING,NO,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.3055339795624583,103.862339328753
CSM,BLK 54 CHIN SWEE ROAD MSCP,28873.2635,29983.8819,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,1.9,N,1.2874380741610156,103.84116520631514
CTM1,BLK 441 COMMONWEALTH AVE WEST,20293.6227,33003.4096,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,2,2.15,N,1.3147446650345727,103.7640729231844
CVBK,BLK 8C BOON KENG ROAD,31083.7452,33199.2328,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,6,2.15,N,1.3165164328549397,103.86102759796302
CV1,BLK 1/1A TELOK PAKU ROAD,45233.8667,41140.4649,MECHANISED AND SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,3.8,N,1.3883291628279915,103.98817800327292
CV2,BLK 3 CHANGI VILLAGE ROAD,45212.8158,41314.4339,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0.0,N,1.3899024827667779,103.98798894765095
CV3,BLK 5 CHANGI VILLAGE ROAD,45045.6516,41323.3393,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,3.8,N,1.3899831182201972,103.98648685774623
CV4,BLK 6 CHANGI VILLAGE ROAD,45264.5806,41344.1397,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0.0,N,1.39017109967947,103.98845411052079
CY,BLK 269/269A/269B CHENG YAN COURT CAR PARK,30264.3593,31442.1456,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,0.0,N,1.3006260281130522,103.85366487138316
C10,"BLK 339,341,344-345,371-381 CLEMENTI AVENUE 5",20837.8461,33414.5726,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.3184632073228157,103.76896294521617
C11,"BLK 321-322,324-326 CLEMENTI AVENUE 5",20523.8542,33130.6004,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.3,N,1.31589498981238,103.76614163667388
C12,"BLK 301-302,305-308 CLEMENTI AVENUE 4",20519.9139,33782.4237,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.321789844379346,103.7661060729354
C13M,BLK 309A CLEMENTI AVE 4,20528.1198,33646.8063,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,2.15,N,1.3205633714110512,103.766179840158
C14M,BLK 318A CLEMENTI AVE 4,20417.4455,33296.1766,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,2,2.15,N,1.3173923753204797,103.76518546060079
C15M,BLK 440 CLEMENTI AVE 3,20290.6787,33170.3249,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,6,2.15,N,1.3162541862213373,103.76404642824568
C16,BLK 430-435 CLEMENTI AVE 3,20116.5191,32955.7857,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,3.5,N,1.3143139266928368,103.76248157167139
C17,"BLK 442-444,442A CLEMENTI AVE 3",20273.9935,32905.3373,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0.0,N,1.313857729499257,103.76389656958341
C18,BLK 426/428 CLEMENTI AVE 3,20215.8784,32729.9597,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.5,N,1.3122716629093067,103.76337442086931
C18A,BLK 426/427 CLEMENTI AVE 3,20306.3068,32672.9468,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-7PM,NO,NO,0,0.0,N,1.3117560814715352,103.764186978243
C19M,BLK 445 CLEMENTI AVE3,20269.322,32850.6337,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,14,2.15,N,1.3133630086406853,103.76385460751855
C20,BLK 449-451 CLEMENTI AVE 3,20425.9232,32848.95,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.5,N,1.3133478208276739,103.76526174661949
C20M,BLK 462A CLEMENTI AVENUE 3,20469.2131,32645.0967,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,18,2.15,N,1.3115042554415304,103.7656507771953
C21L,BLK 454 TO 460 CLEMENTI AVE 3,20624.0039,32590.9865,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,NO,0,0.0,N,1.3110149396716486,103.76704166044925
C21M,BLK 455A CLEMENTI AVE 3,20566.6991,32662.4476,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.3116611944348056,103.76652673200103
C22M,BLK 109A CLEMENTI ST 11,20991.1005,33766.9817,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,6,1.9,N,1.3216503041788226,103.77033993399928
C24,BLK 110/118 CLEMENTI STREET 13,21096.4707,34048.6484,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.3241976206862738,103.77128667696405
C25,BLK 101-104 CLEMENTI STREET 14,20840.7482,33844.4911,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.322351236491751,103.7689889220965
C26,BLK 105-107 CLEMENTI STREET 12,20945.3775,33870.6421,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.3,N,1.3225877610866084,103.76992906520304
C27,BLK 108/109 CLEMENTI STREET 11,21010.3372,33832.437,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.3,N,1.3222422628168218,103.77051277091041
C28,BLK 201/206 CLEMENTI AVENUE 6,20211.495,33712.5638,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,2.1,N,1.321157979566568,103.76333478601929
C28M,BLK 208 CLEMENTI AVE 6,20070.902,33845.674,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,6,2.15,N,1.3223617440785431,103.76207145067873
C29,BLK 501-505 WEST COAST DRIVE,19754.8437,32767.8945,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,1.3126146115237953,103.75923178966639
C29A,BLK 503 WEST COAST DRIVE,19749.6211,32629.2695,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,2.15,N,1.3113609355931193,103.759184898969
C3M,BLK 416A CLEMENTI AVE 1,20967.8189,32458.1382,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,2,2.15,N,1.3098135876330455,103.770131034559
C3ML,"BLK 419, 420 AND 420A CLEMENTI AVE 1",20852.22,32522.1809,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,NO,0,0.0,N,1.310392740280101,103.76909230827675
C30,BLK 507-509 WEST COAST DRIVE,19998.4863,32640.0059,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.3114580973822907,103.76142107025264
C31,BLK 510/511 WEST COAST ROAD,19907.0039,32541.0547,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,1.3105631944603549,103.76059908247069
C32,BLK 514-519 WEST COAST ROAD,19738.0729,32326.8057,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.3086255588800981,103.75908121333666
C33,BLK 601-613 CLEMENTI WEST STREET 1,20603.5028,31877.1704,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.3045594379669732,103.76685761800228
C34,BLK 702/703 WEST COAST ROAD,19944.5184,32148.1942,SURFACE CAR PARK,ELECTRONIC PARKING,NO,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,1.3070103153063923,103.76093627015365
C35,BLK 704-714 CLEMENTI WEST STREET 2,20000.4883,31993.6074,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,1.3056123024137545,103.76143922562335
C36,BLK 728/729 CLEMENTI WEST STREET 2,20236.2232,31960.1377,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,1.3053096745211656,103.7635574212139
C37,"BLK 720-727,730-731 CLEMENTI WEST STREET 2",20282.323,31764.2687,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,2.15,N,1.30353831712631,103.76397169772996
C38,BLK 715-717 CLEMENTI WEST STREET 2,20121.5156,31683.3711,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0.0,N,1.3028066678186696,103.76252679035996
C39,CLEMENTI SPORTS COMPLEX,20089.6113,32510.9746,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,1.3102912082645168,103.7622399053729
C4M,BLK 413A COMMONWEALTH AVENUE WEST,21009.1656,32642.4126,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,9,2.0,N,1.3114801086975743,103.77050251295182
C41,CLEMENTI WOODS,20789.5326,31386.0593,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,1.3001180488596016,103.76852929483255
C5,"BLK 358-360,362-363,366-367 CLEMENTI AVE 2",20905.8297,32821.8286,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,1.3131026590525128,103.76957394864733
C6,BLK 328-334 CLEMENTI AVE 2,20696.2978,32975.0306,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.3144881139131137,103.76769116550203
C7,BLK 349-355 CLEMENTI AVE 2,21037.2754,33018.7828,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.3148838722797975,103.77075500850245
C8,BLK 335/338 CLEMENTI AVE 2,20800.9102,33216.8047,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.316674656786356,103.76863110345579
C9,BLK 340/342/343/346-348 CLEMENTI AVE 5,20988.0194,33324.5654,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,5.4,N,1.3176492492394987,103.77031234940918
DRM1,BLK 104C DEPOT ROAD,25576.6096,29218.1692,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,14,2.15,N,1.2805131560457597,103.81154349195454
DRM2,BLK 112C DEPOT ROAD,25165.8976,29305.1091,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,14,2.15,N,1.2812993757006328,103.80785308038978
DRM3,108A DEPOT ROAD,25390.1316,29254.1321,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,2.15,N,1.2808383769937823,103.80986791310747
DRM4,BLK 105 DEPOT ROAD,25668.1428,29257.6985,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,3,2.15,N,1.2808706520545834,103.81236594973797
DRM5,BLOCK 110 DEPOT ROAD,25346.6693,29308.7018,BASEMENT CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1,2.15,Y,1.2813318825559272,103.8094773831695
DRS,BLK 102A/102B DEPOT ROAD,25737.908,29213.3689,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,2.15,N,1.2804697558032994,103.81299281990019
DSRL,BLK 38A MARGARET DRIVE,24864.8825,31078.208,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,NO,0,0.0,N,1.297334628964883,103.80514816792676
DSR1,BLK 31A MARGARET DRIVE,24685.6441,31202.2045,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,16,2.15,N,1.298455990964207,103.80353761899205
DSR2,BLK 37A MARGARET DRIVE,24885.23,31140.1423,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,21,2.15,N,1.2978947429610361,103.8053309930005
DUXM,BLK 1 CANTONMENT ROAD,28860.8985,28827.1925,BASEMENT CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,3,2.1,Y,1.2769773813172813,103.84105407043232
DWSO,BLK 40 & 41 MARGARET DRIVE,25064.6593,30982.3473,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,16,2.15,N,1.2964677180872068,103.80694325929534
DWSP,BLK 95A DAWSON ROAD,25620.1022,30938.7202,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,13,2.15,N,1.2960732173646472,103.81193415972385
DWST,BLK 89A DAWSON ROAD,25626.2862,30840.6986,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,4,2.15,N,1.295186745018141,103.81198973307657
DWSV,BLK 85 DAWSON ROAD,25362.2059,30853.9755,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,13,2.15,N,1.2953067953956625,103.80961685626279
DWVT,BLK 78A DAWSON ROAD,25420.9278,30734.4029,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,13,2.15,N,1.2942254278456493,103.8101445077757
ECM,BLK 31A EUNOS CRESCENT,35602.0712,33587.8309,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N,1.3200299878552886,103.90162713697126
EC2,BLK 12-25 EUNOS CRESCENT,35915.3437,33873.7578,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,5.4,N,1.322615728256316,103.90444212518157
EC3,BLK 5-8/11/4A EUNOS CRESCENT,35919.0977,33712.4297,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0.0,N,1.3211567341184232,103.90447581531456
EC4,BLK 1-3/1A EUNOS CRESCENT,35720.628,33641.6254,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0.0,N,1.320516456270695,103.90269244435383
EC5,BLK 9-10 EUNOS CRESCENT,35717.5859,33809.3711,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,NO,NO,0,0.0,N,1.3220334887301814,103.90266515157059
EC7,BLK 842-848 SIMS AVENUE,35601.9233,33339.4481,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,4.5,N,1.317783703219152,103.9016257467831
EC7T,BLK 842 TO 848 SIM AVENUE,35625.1072,33420.8287,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,NO,NO,0,0.0,N,1.318519674329302,103.90183408598988
EC8,BLK 2A EUNOS MRT SIMS AVENUE,35778.02,33499.0305,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0.0,N,1.319226864821782,103.9032081051273
EI1,BLK 1001-1085 EUNOS INDUSTRIAL ESTATE,35070.0793,33964.0908,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0.0,N,1.3234328747450632,103.89684700195527
EI3,BLK 410/411/414-417 EUNOS ROAD 5,35240.6635,33456.9535,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,1.3188464672807612,103.89837967178808
EPL,BLK 1/7 EVERTON PARK,28733.8679,28847.7781,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,NO,0,4.5,N,1.2771635534654586,103.83991265403961
EPM,BLK 6A EVERTON ROAD,28622.0835,28739.5121,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,9,2.15,N,1.2761844360827428,103.83890822772906
FRM,BLK 808 FRENCH ROAD MSCP,31121.2668,32341.4155,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,9,2.5,N,1.3087586330482908,103.86136466220752
FR2C,BLK 3/4 QUEEN'S ROAD,25150.3008,33394.0586,COVERED CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,2.4,N,1.3182783907026878,103.80771256448327
FR2S,BLK 2/3/4 QUEEN'S ROAD,25091.4622,33354.5073,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0.0,N,1.3179206972250848,103.80718387313367
FR3M,BLK 8A EMPRESS ROAD,24983.1434,33218.9585,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,12,2.15,N,1.316694831421101,103.80621058640888
FR4M,BLK 6A FARRER ROAD,25130.4814,33238.9594,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,3,2.15,N,1.3168757266186235,103.80753449141055
GBM,BLK 60A GEYLANG BAHRU,31930.2182,33890.9953,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.3227723905559785,103.86863367566642
GEM,BLK 118 ALJUNIED AVE 2,34041.285,33588.5472,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,9,1.8,N,1.3200368136063028,103.88760266728214
GEML,BLK 118 ALJUNIED AVE 2,34068.7879,33577.593,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,NO,0,0.0,N,1.3199377422984908,103.88784979291222
GE1A,BLK 99-106/111-112 ALJUNIED CRESCENT,33577.7747,33572.0259,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,1.3198874888218066,103.88343778425946
GE1B,BLK 114-117 ALJUNIED AVENUE 2,33973.3743,33717.7668,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0.0,N,1.3212054428036486,103.88699247956045
GE1C,BLK 119 ALJUNIED CRESCENT,33896.2141,33557.8016,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,1.3197587896689373,103.88629912428114
GE1D,BLK 1005-1012 ALJUNIED CRESCENT,34214.9727,33789.4883,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,1.32185401824824,103.88916338168025
GE1E,BLK 109-110 ALJUNIED CRESCENT,33687.9721,33553.6719,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,1.3197214815258393,103.8844279615326
GE1F,BLK 107-108 ALJUNIED CRESCENT,33666.5701,33497.1087,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,1.3192099481045387,103.88423564310457
GE1G,BLK 95 & 113 ALJUNIED CRESCENT,33897.2922,33690.8917,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0.0,N,1.3209624087674123,103.88630883704508
GE2,BLK 120 TO 123 GEYLANG EAST CENTRAL,33733.7656,33357.2852,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,5.4,N,1.3179454217838469,103.88483940328345
GE3,BLK 124 TO 128 GEYLANG EAST AVE 1,34014.6484,33308.1484,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,1.3175009923125975,103.8873632689661
GE5,BLK 129-134 GEYLANG EAST AVE 1/2,34037.1328,33202.9687,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.3165497802675865,103.88756528216994
GMLM,BLK 24 GHIM MOH LINK,22713.9209,32338.0954,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,NO,SUN & PH FR 7AM-10.30PM,YES,7,2.15,N,1.308728312009268,103.78582062083302
GM1A,BLK 2A GHIM MOH ROAD,22836.9123,32767.7127,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,2,2.15,N,1.312613638864684,103.7869256858395
GM1B,BLK 5A GHIM MOH RD,22985.068,32801.7739,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,2,2.15,N,1.3129217007451544,103.78825693218899
GM1M,31A GHIM MOH LINK,22552.3566,32407.3317,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,2.15,N,1.3093544323655109,103.78436887624206
GM2,BLK 7/8/9 GHIM MOH ROAD,22974.2865,32655.7823,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.311601402882654,103.78816007877947
GM2A,BLK 8A GHIM MOH RD,22874.5952,32575.0244,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,2.15,N,1.3108710407309727,103.7872643171051
GM3,BLK 19/20 GHIM MOH ROAD,23051.41,32606.52,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,1.3111559046467354,103.78885307897103
GM5,BLK 21 GHIM MOH ROAD,23013.32,32520.93,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,9.99,N,1.3103818529743143,103.7885108355341
GM6A,BLK 13A GHIM MOH RD,23036.915,32422.5932,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-7PM,SUN & PH FR 7AM-10.30PM,NO,5,2.15,N,1.3094925337172716,103.78872286376203
GM6B,BLK 16A GHIM MOH ROAD,22917.7735,32435.7026,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,2.15,N,1.3096110710678956,103.78765231793032
GSM,BLK 2 GEYLANG SERAI,35236.2639,33275.6378,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,7,2.15,N,1.3172067142465407,103.89834009661358
