carpark_number,update_datetime,total_lots,lot_type,lots_available
W44,2022-07-01T00:59:43,245,C,18
W45,2022-07-01T00:59:34,324,C,56
W7,2022-07-01T00:59:33,108,C,41
W19,2022-07-01T00:35:52,322,C,62
W780,2022-07-01T00:59:30,350,C,147
W101,2022-07-01T00:59:32,486,C,295
W13,2022-07-01T00:59:37,295,C,59
W48,2022-07-01T00:59:16,291,C,103
W102,2022-07-01T00:59:13,452,C,196
W37,2022-07-01T00:59:13,50,C,0
W52,2022-07-01T00:59:21,285,C,92
W64,2022-07-01T00:59:42,352,C,134
W17,2022-07-01T00:59:35,411,C,72
W18,2022-07-01T00:59:14,563,C,139
W58,2022-07-01T00:59:33,382,C,170
W5,2022-07-01T00:59:35,355,C,150
W5M,2022-07-01T00:59:29,350,C,214
W23,2022-07-01T00:59:23,628,C,123
W40,2022-07-01T00:59:28,304,C,90
W49,2022-07-01T00:59:30,833,C,342
W50,2021-04-23T11:38:55,254,C,201
W51,2021-04-23T11:38:55,304,C,242
W36,2022-07-01T00:59:18,539,C,124
W10,2022-07-01T00:59:32,116,C,43
W6,2022-07-01T00:59:38,57,C,0
W181,2022-07-01T00:59:40,275,C,41
W14,2022-07-01T00:35:12,330,C,72
PM6,2022-07-01T00:56:03,412,C,97
PM17,2022-07-01T00:56:42,398,C,69
PM14,2022-07-01T00:56:43,428,C,132
PM29,2022-07-01T00:55:30,412,C,201
PM16,2022-07-01T00:57:23,245,C,64
PM18,2022-07-01T00:57:12,247,C,66
PM11,2022-07-01T00:56:51,227,C,63
PM7,2022-07-01T00:55:17,239,C,66
PM13,2022-07-01T00:56:43,435,C,46
PM45,2022-07-01T00:53:51,522,C,86
PM41,2022-07-01T00:56:42,359,C,42
PR1,2022-07-01T00:57:34,301,C,9
PM19,2022-07-01T00:57:34,437,C,300
P40L1,2016-02-15T21:52:35,2,C,6
P40L2,2016-02-15T21:52:35,3,C,6
PM40,2022-07-01T00:56:01,267,C,35
PM37,2020-11-02T10:04:43,293,C,134
PM36,2022-07-01T00:57:28,671,C,161
SK93,2022-07-01T00:59:37,472,C,273
SK2,2022-07-01T00:59:29,360,C,192
SK60,2022-07-01T00:59:26,865,C,486
SK15,2022-07-01T00:59:38,1358,C,761
SK17,2020-12-14T09:35:53,677,C,539
SK12,2022-07-01T00:59:25,354,C,149
W4,2022-07-01T00:59:29,75,C,34
SK22,2022-07-01T00:59:26,507,C,263
SK21,2022-07-01T00:59:13,653,C,339
SK13,2022-07-01T00:59:21,355,C,104
SK6,2022-07-01T00:59:25,473,C,319
CK52,2022-07-01T00:56:49,2064,C,1720
P1,2022-07-01T00:59:37,314,C,143
P2,2022-07-01T00:59:21,293,C,117
P3,2022-07-01T00:59:21,658,C,305
P4,2022-07-01T00:59:21,411,C,111
P5,2022-07-01T00:59:36,520,C,191
P5L,2020-04-01T02:35:29,4,C,0
P6,2022-07-01T00:59:36,547,C,222
P6L,2020-04-01T02:35:29,6,C,6
P6M,2015-10-23T13:21:14,537,C,436
PL14,2022-07-01T00:59:41,741,C,421
PL15,2022-07-01T00:59:36,277,C,82
PL25,2022-07-01T00:59:16,283,C,91
PL29,2022-07-01T00:59:16,298,C,67
PL30,2022-07-01T00:59:21,204,C,41
PL31,2022-07-01T00:59:31,222,C,64
PL32,2022-07-01T00:59:35,203,C,58
PL33,2022-07-01T00:59:21,48,C,0
PL39,2022-07-01T00:59:38,430,C,146
PL40,2022-07-01T00:59:23,243,C,19
PL41,2022-07-01T00:59:31,458,C,163
PL42,2022-07-01T00:59:16,598,C,122
PL44,2022-07-01T00:59:16,39,C,4
PL45,2022-07-01T00:59:31,354,C,89
PL46,2022-07-01T00:59:18,428,C,74
PL48,2022-07-01T00:59:42,476,C,117
J10,2022-07-01T00:56:43,175,C,40
J11,2022-07-01T00:56:15,129,C,66
CK32,2022-07-01T00:56:53,433,C,385
BJ51,2022-07-01T00:56:33,553,C,306
BJ52,2022-07-01T00:56:52,588,C,421
SK25,2022-07-01T00:55:42,409,C,223
SK26,2022-07-01T00:55:13,432,C,277
SK32,2022-07-01T00:58:00,1069,C,541
SK33,2022-07-01T00:58:00,1069,C,541
HG11,2022-07-01T00:59:01,817,C,196
PL68,2022-07-01T00:58:38,366,C,165
PL69,2022-07-01T00:58:40,699,C,271
MLM,2022-07-01T00:58:01,507,C,0
CR2,2022-07-01T00:56:02,32,C,3
CR3,2022-07-01T00:55:56,29,C,0
W57,2022-07-01T00:34:43,483,C,163
BE36,2022-07-01T00:47:57,82,C,45
BE37,2022-07-01T00:47:57,402,C,254
BE38,2022-07-01T00:47:57,31,C,17
BE42,2022-07-01T00:46:43,852,C,390
BE7,2022-07-01T00:47:48,119,C,2
SE13,2022-07-01T00:47:14,421,C,141
SE16,2022-07-01T00:47:59,674,C,191
SM1,2022-07-01T00:46:27,89,C,24
SM3,2022-07-01T00:46:05,149,C,83
JB3,2022-07-01T00:44:55,33,C,0
JB4,2022-07-01T00:40:32,147,C,88
K2,2022-07-01T00:45:00,95,C,11
K2T,2022-07-01T00:45:00,73,C,3
KM2,2022-07-01T00:47:07,132,C,106
KM3,2022-07-01T00:47:01,535,C,370
TRS,2021-04-06T10:02:46,269,C,262
ACM,2022-07-01T00:40:11,290,C,203
GE1A,2022-07-01T00:40:12,792,C,439
GE1F,2022-07-01T00:40:12,50,C,19
GE1G,2022-07-01T00:40:12,45,C,1
GE2,2022-07-01T00:44:55,194,C,109
GE3,2022-07-01T00:47:06,355,C,189
GE5,2022-07-01T00:47:07,247,C,75
JB1,2022-07-01T00:44:34,70,C,0
JB2,2022-07-01T00:42:34,55,C,0
K7,2022-07-01T00:58:10,159,C,148
KM4,2022-07-01T00:58:10,429,C,239
LT1,2022-07-01T00:42:25,260,C,128
LT2,2022-07-01T00:42:25,74,C,0
LT3,2022-07-01T00:45:25,244,C,24
M1,2022-07-01T00:43:06,312,C,226
M32,2022-07-01T00:40:11,352,C,139
MP1,2022-07-01T00:40:10,159,C,53
MP17,2022-07-01T00:44:34,87,C,12
MP2,2022-07-01T00:40:10,616,C,489
MP5,2022-07-01T00:44:34,162,C,107
MP5M,2022-07-01T00:42:30,159,C,98
MP5S,2022-07-01T00:44:30,33,C,2
MP6,2022-07-01T00:44:34,76,C,28
MP7,2022-07-01T00:43:20,212,C,6
SK9,2022-07-01T00:57:55,454,C,236
SK14,2022-07-01T00:57:55,445,C,223
BE10,2022-07-01T00:47:24,625,C,236
BE11,2022-07-01T00:47:24,352,C,172
BE13,2022-07-01T00:46:52,220,C,111
BE14,2022-07-01T00:47:19,332,C,182
BE26,2022-07-01T00:47:48,65,C,0
BE27,2022-07-01T00:58:42,344,C,133
BE28,2022-07-01T00:58:43,304,C,7
BE29,2022-07-01T00:47:51,48,C,0
BE30,2022-07-01T00:47:51,345,C,182
BE31,2022-07-01T00:47:22,300,C,212
BE32,2022-07-01T00:47:22,200,C,54
BE4,2022-07-01T00:47:32,770,C,288
BE5,2022-07-01T00:47:47,647,C,177
BE6,2022-07-01T00:46:52,170,C,92
BE9,2022-07-01T00:47:19,711,C,174
CLM,2022-07-01T00:47:04,245,C,105
BM14,2022-07-01T00:47:05,94,C,28
BM19,2022-07-01T00:46:55,36,C,8
BM20,2022-07-01T00:40:55,60,C,40
BM4,2022-07-01T00:59:18,150,C,7
BM6,2022-07-01T00:47:03,30,C,3
BVM2,2022-07-01T00:42:21,504,C,342
CM1,2022-07-01T00:43:18,962,C,680
DUX,2016-04-20T13:28:38,1000,C,571
H12,2022-07-01T00:44:59,356,C,172
H14,2022-07-01T00:47:04,220,C,156
H3,2022-07-01T00:44:59,148,C,126
H8,2022-07-01T00:43:13,82,C,51
HCM,2022-07-01T00:43:04,386,C,355
HE1,2022-07-01T00:47:04,21,C,14
HE19,2022-07-01T00:44:58,93,C,58
HE24,2022-07-01T00:41:08,26,C,0
HE4,2022-07-01T00:42:21,124,C,40
JMB1,2022-07-01T00:59:10,492,C,340
JRTM,2022-07-01T00:47:05,433,C,304
KTM,2022-07-01T00:45:21,247,C,84
KTM2,2022-07-01T00:45:21,429,C,290
KTM3,2022-07-01T00:47:08,465,C,355
KTM4,2022-07-01T00:43:17,380,C,201
LBM,2022-07-01T00:43:13,169,C,76
PGS,2016-04-25T09:48:25,100,C,100
PP9T,2022-07-01T00:54:41,131,C,85
RH3,2016-02-16T11:37:54,35,C,0
RHM2,2022-07-01T00:40:12,222,C,119
RHM3,2022-07-01T00:45:16,646,C,453
RHM4,2022-07-01T00:41:16,282,C,69
RHS,2022-07-01T00:40:16,12,C,0
HG30,2022-07-01T00:57:27,900,C,699
HG31,2022-07-01T00:56:06,85,C,8
HG32,2022-07-01T00:55:09,270,C,26
HG39,2022-07-01T00:55:23,204,C,165
HG47,2022-07-01T00:57:02,332,C,311
HG48,2022-07-01T00:57:04,837,C,231
HG49,2022-07-01T00:57:21,776,C,72
HG50,2022-07-01T00:56:55,490,C,83
HG51,2022-07-01T00:56:43,204,C,0
HG52,2022-07-01T00:57:22,192,C,1
HG54,2022-07-01T00:53:38,240,C,100
HG55,2022-07-01T00:54:48,87,C,83
HG60,2022-07-01T00:56:43,371,C,207
HG61,2022-07-01T00:57:22,311,C,119
HG62,2022-07-01T00:57:22,345,C,243
HG67,2022-07-01T00:57:27,1100,C,515
HG68,2022-07-01T00:59:03,248,C,104
HG69,2022-07-01T00:59:05,187,C,38
HG7,2022-07-01T00:59:02,757,C,282
HG70,2022-07-01T00:57:16,348,C,124
HG76,2022-07-01T00:55:14,270,C,98
HG77,2022-07-01T00:58:57,423,C,239
HG78,2022-07-01T00:58:53,490,C,214
HG79,2022-07-01T00:59:14,401,C,161
HG89,2022-07-01T00:57:21,387,C,299
HG94,2022-07-01T00:59:17,896,C,512
HG95,2022-07-01T00:54:48,168,C,148
HG96,2022-07-01T00:54:48,39,C,22
HG97,2022-07-01T00:54:23,43,C,41
HG99,2022-07-01T00:57:16,162,C,19
J12,2022-07-01T00:58:11,243,C,119
J14,2022-07-01T00:58:16,192,C,42
J15,2022-07-01T00:58:14,205,C,29
J16,2022-07-01T00:58:18,212,C,78
J18,2022-07-01T00:58:23,171,C,66
J22,2022-07-01T00:58:19,231,C,50
J23,2022-07-01T00:58:09,299,C,75
J23M,2022-07-01T00:58:21,249,C,92
J8,2022-07-01T00:58:14,377,C,98
J9,2022-07-01T00:58:01,189,C,44
J90,2022-07-01T00:58:20,1294,C,701
J91,2022-07-01T00:58:08,587,C,317
J92,2022-07-01T00:58:26,447,C,234
J93,2022-07-01T00:58:12,483,C,230
J94,2022-07-01T00:58:03,421,C,226
J95,2022-07-01T00:58:08,467,C,192
J96,2021-07-06T10:47:32,444,C,288
J97,2021-07-06T10:47:54,411,C,324
BBM2,2022-07-01T00:58:27,285,C,122
U12,2022-07-01T00:58:10,773,C,179
CK56,2022-07-01T00:56:39,1561,C,1305
CK57,2022-07-01T00:56:57,1088,C,809
U51,2022-07-01T00:58:22,350,C,302
ALL,2016-02-10T20:02:17,548,C,548
B59,2022-07-01T00:59:23,386,C,106
B60,2022-07-01T00:59:23,272,C,80
B97,2022-07-01T00:59:15,553,C,211
CC12,2022-07-01T00:58:53,131,C,42
SK39,2022-07-01T00:59:27,517,C,247
SK81,2022-07-01T00:59:31,200,C,18
P40L,2022-07-01T00:56:01,6,C,1
PM10,2022-07-01T00:56:45,355,C,55
PM25,2022-07-01T00:58:55,508,C,149
PR7,2022-07-01T00:59:11,225,C,20
MR5,2022-07-01T00:47:32,105,C,36
MR6,2020-11-02T09:56:59,105,C,45
MR7,2020-11-02T09:56:59,105,C,45
SG1,2022-07-01T00:46:24,294,C,86
SGLM,2022-07-01T00:46:24,230,C,105
W4M,2022-07-01T00:59:35,355,C,204
W59,2022-07-01T00:59:27,434,C,124
W554,2022-07-01T00:33:50,376,C,193
W549,2022-07-01T00:33:50,429,C,198
W81,2022-07-01T00:33:13,350,C,172
SK28,2022-07-01T00:56:15,460,C,237
W586,2022-07-01T00:35:47,360,C,218
W588,2022-07-01T00:35:47,358,C,160
BL19S,2016-02-05T14:34:00,371,C,363
J80MS,2015-08-19T12:21:16,360,C,352
J80S,2015-08-19T12:37:42,360,C,353
J84S,2015-08-19T12:38:20,10,C,0
J86S,2015-08-19T12:33:46,200,C,196
JM13S,2016-02-05T15:00:32,967,C,789
SK29,2022-07-01T00:56:07,526,C,344
W26,2022-07-01T00:59:19,20,C,13
W27,2022-07-01T00:59:41,4,C,4
PM8,2022-07-01T00:58:08,330,C,171
PR8,2022-07-01T00:58:08,158,C,3
SK69,2022-07-01T00:59:16,264,C,112
AH1,2022-07-01T00:47:46,278,C,116
BR14,2022-07-01T00:47:31,78,C,27
RC1,2022-07-01T00:47:07,164,C,55
TP12,2022-07-01T00:46:55,82,C,28
TP15,2022-07-01T00:47:26,85,C,11
TP20,2022-07-01T00:58:55,90,C,6
TP22,2022-07-01T00:47:25,183,C,86
TP3,2022-07-01T00:47:33,215,C,166
TP30,2022-07-01T00:47:54,31,C,0
TP34,2022-07-01T00:45:46,187,C,27
TP3A,2022-07-01T00:47:31,200,C,34
TP40,2022-07-01T00:47:43,360,C,60
TP41,2022-07-01T00:47:38,134,C,0
TP43,2022-07-01T00:47:38,114,C,60
TP48,2022-07-01T00:47:31,20,C,0
TP52,2022-07-01T00:47:46,456,C,240
TP53,2022-07-01T00:59:14,323,C,88
TP54,2022-07-01T00:59:14,256,C,113
TP60,2022-07-01T00:47:17,275,C,52
TP62,2022-07-01T00:47:48,162,C,68
TP63,2022-07-01T00:47:48,114,C,36
TP67,2022-07-01T00:47:43,183,C,0
TP7,2022-07-01T00:47:44,187,C,82
TP8,2022-07-01T00:47:44,189,C,85
TPB1,2022-07-01T00:47:38,200,C,104
TPM2,2022-07-01T00:46:56,211,C,40
TPM3,2022-07-01T00:58:55,370,C,198
TPM7,2022-07-01T00:47:54,200,C,13
TPM8,2022-07-01T00:47:31,800,C,328
TPM9,2020-09-08T15:53:52,852,C,840
TPMA,2022-07-01T00:59:07,505,C,238
TPMB,2022-07-01T00:47:43,601,C,391
TPMC,2022-07-01T00:59:03,633,C,483
TPMD,2022-07-01T00:58:58,145,C,79
TPME,2022-07-01T00:46:56,172,C,130
TPMF,2022-07-01T00:47:33,458,C,210
TPMH,2022-07-01T00:47:43,246,C,135
TPMJ,2022-07-01T00:47:33,657,C,318
TPMK,2022-07-01T00:47:38,173,C,33
TPML,2022-07-01T00:47:58,266,C,62
TPMM,2022-07-01T00:47:58,259,C,21
SK24,2022-07-01T00:58:19,775,C,436
SK24,2016-02-19T11:19:28,181,Y,200
SK24,2016-02-19T11:19:29,181,H,200
HG17,2022-07-01T00:58:52,225,C,31
HG75,2022-07-01T00:59:11,823,C,581
HG86,2022-07-01T00:58:57,404,C,194
HG92,2022-07-01T00:59:10,1010,C,766
Q86,2022-07-01T00:40:10,320,C,121
Q19,2022-07-01T00:40:09,20,C,9
MLM1,2022-07-01T00:43:17,200,C,78
STM1,2022-07-01T00:43:14,148,C,50
STM2,2022-07-01T00:43:14,199,C,92
STM3,2022-07-01T00:40:14,100,C,0
Q88,2022-07-01T00:58:20,221,C,92
Q8,2022-07-01T00:56:38,149,C,46
CDM,2022-07-01T00:44:58,343,C,121
PL16,2022-07-01T00:58:39,153,C,30
PL19,2022-07-01T00:58:42,291,C,10
PL24,2022-07-01T00:58:39,749,C,491
PL38,2022-07-01T00:57:48,399,C,170
PL50,2022-07-01T00:58:10,192,C,57
PL51,2022-07-01T00:58:10,321,C,96
CK2,2022-07-01T00:56:29,464,C,145
A28,2022-07-01T00:58:56,84,C,9
A31,2022-07-01T00:59:07,310,C,49
A44,2022-07-01T00:58:48,157,C,42
A27,2022-07-01T00:59:01,251,C,84
A75,2022-07-01T00:58:49,354,C,134
SE41,2022-07-01T00:58:55,762,C,521
A2,2022-07-01T00:58:51,188,C,78
A94,2022-07-01T00:58:46,234,C,113
HG1D,2022-07-01T00:59:18,175,C,78
CK54,2022-07-01T00:56:45,1854,C,1533
HE17,2022-07-01T00:59:09,120,C,69
SPS,2022-07-01T00:44:58,98,C,78
TB10,2022-07-01T00:42:57,213,C,145
TB11,2022-07-01T00:47:01,154,C,118
TB22,2022-07-01T00:40:10,20,C,0
TB23,2022-07-01T00:44:59,50,C,43
TB28,2022-07-01T00:44:56,18,C,0
TB4A,2019-11-01T07:59:49,46,C,40
TB6,2022-07-01T00:45:18,133,C,64
TB7,2022-07-01T00:45:18,194,C,126
TB8,2022-07-01T00:44:55,85,C,64
TBCM,2022-07-01T00:42:22,593,C,340
TE1,2022-07-01T00:47:05,90,C,0
YHS,2022-07-01T00:45:23,64,C,26
JM5,2022-07-01T00:58:15,1399,C,736
JM6,2020-11-10T08:26:24,702,C,480
JM7M,2015-08-19T11:39:45,691,C,681
JM8,2019-11-07T00:45:46,478,C,364
JM8M,2015-08-19T11:39:45,481,C,480
JM9,2022-07-01T00:58:17,345,C,168
JSR1,2021-03-08T05:46:42,1194,C,1032
TJ27,2022-07-01T00:58:16,223,C,61
TJ28M,2016-02-04T18:35:55,555,C,485
TJ29,2022-07-01T00:58:10,306,C,300
TJ30,2022-07-01T00:58:12,745,C,294
TJ30S,2016-02-05T15:39:25,288,C,272
TJ32,2022-07-01T00:58:17,543,C,144
TJ33,2022-07-01T00:59:15,441,C,177
TJ33S,2015-12-24T18:04:02,440,C,439
TJ36,2022-07-01T00:59:15,305,C,120
TP4A,2020-03-31T20:07:31,296,C,154
CV1,2022-07-01T00:57:54,307,C,269
CV3,2022-07-01T00:56:02,86,C,64
PM32,2022-07-01T00:57:51,453,C,143
PM33,2022-07-01T00:57:51,448,C,113
PM34,2022-07-01T00:57:51,441,C,143
Y19,2022-07-01T00:57:33,1178,C,318
Y18,2022-07-01T00:57:27,247,C,67
Y26,2022-07-01T00:58:22,304,C,138
S28L,2022-07-01T00:59:13,8,C,7
CV2,2022-07-01T00:55:15,27,C,24
S30L,2022-07-01T00:57:54,21,C,21
SK30,2022-07-01T00:57:54,428,C,266
SK31,2022-07-01T00:57:49,619,C,313
SK38,2022-07-01T00:57:54,658,C,372
SK59,2022-07-01T00:57:54,17,C,7
W79,2022-07-01T00:35:50,490,C,240
W80,2022-07-01T00:35:50,322,C,182
W87,2022-07-01T00:35:35,401,C,206
W88,2022-07-01T00:35:35,443,C,264
W92,2022-07-01T00:34:35,389,C,187
SK94,2022-07-01T00:57:23,519,C,189
SD4,2022-07-01T00:58:28,41,C,14
PM12,2022-07-01T00:56:51,173,C,66
MP3M,2022-07-01T00:43:20,400,C,98
MP4M,2020-02-01T08:35:13,302,C,301
PM38,2022-07-01T00:55:00,248,C,72
EPL,2022-07-01T00:59:10,18,C,9
B86,2022-07-01T00:58:51,160,C,57
MP2M,2022-07-01T00:40:12,616,C,394
W15,2018-04-01T00:04:09,137,C,111
BE25,2022-07-01T00:47:48,263,C,133
BE33,2022-07-01T00:58:49,269,C,43
L1,2022-07-01T00:58:40,178,C,18
SE15,2022-07-01T00:58:33,486,C,248
SE17,2022-06-30T22:30:50,436,C,146
SE18,2022-07-01T00:58:46,279,C,47
SE19,2022-07-01T00:58:53,558,C,221
SE25,2022-07-01T00:58:36,239,C,19
SE26,2022-07-01T00:58:37,214,C,77
SE27,2022-07-01T00:58:48,380,C,90
SE28,2022-07-01T00:58:37,186,C,108
SE29,2022-07-01T00:58:40,333,C,159
SH2,2022-07-01T00:58:44,173,C,163
W43,2022-07-01T00:34:29,323,C,78
HG5,2022-07-01T00:59:02,149,C,74
W46,2022-07-01T00:34:29,407,C,133
TP68,2022-07-01T00:47:38,21,C,11
DUXM,2022-07-01T00:40:26,1095,C,680
TP49,2020-03-31T20:09:02,296,C,158
TP50,2020-03-31T20:16:03,296,C,159
SI1,2022-07-01T00:57:04,337,C,163
SI11,2022-07-01T00:57:43,208,C,54
SI12,2022-07-01T00:57:43,168,C,81
SIM1,2022-07-01T00:56:18,317,C,220
SIM2,2022-07-01T00:56:49,314,C,204
SIM3,2022-07-01T00:57:43,236,C,166
T34,2022-07-01T00:57:37,284,C,58
T35,2022-07-01T00:58:25,630,C,171
T4,2022-07-01T00:57:12,301,C,63
T75,2022-07-01T00:57:46,231,C,64
T80,2022-07-01T00:57:45,348,C,165
TM11,2022-07-01T00:54:37,446,C,167
TM12,2022-07-01T00:56:25,350,C,70
TM13,2022-07-01T00:55:52,209,C,96
TM14,2022-07-01T00:53:20,365,C,110
TM17,2022-07-01T00:56:21,448,C,116
TM18,2022-07-01T00:56:21,312,C,55
TM21,2022-07-01T00:57:51,338,C,130
TM22,2022-07-01T00:58:28,345,C,118
TM28,2022-07-01T00:57:06,289,C,44
TM29,2022-07-01T00:57:06,267,C,55
TM3,2022-07-01T00:57:34,428,C,187
TM30,2022-07-01T00:57:31,408,C,163
TM31,2022-07-01T00:57:15,826,C,184
TM32,2020-11-02T07:50:53,460,C,283
TM4,2022-07-01T00:56:16,1218,C,391
TM49,2021-06-14T07:56:38,197,C,74
TM5,2021-06-14T07:56:38,501,C,245
PL23,2022-07-01T00:57:44,446,C,230
PL27,2022-07-01T00:57:44,407,C,146
PL34,2022-07-01T00:57:48,277,C,142
PL35,2022-07-01T00:57:48,234,C,62
PL37,2022-07-01T00:57:48,286,C,100
P34L,2022-07-01T00:57:48,80,C,0
P35L,2022-07-01T00:57:48,10,C,10
SI2,2022-07-01T00:56:18,647,C,305
SI4,2022-07-01T00:56:49,461,C,199
T32,2022-07-01T00:57:39,645,C,190
B28,2022-07-01T00:58:49,342,C,178
SIM5,2022-07-01T00:58:18,260,C,161
TWM1,2022-07-01T00:56:32,776,C,557
A52,2022-07-01T00:59:03,150,C,99
A53,2022-07-01T00:58:51,756,C,647
A54,2022-07-01T00:58:55,768,C,658
AM51,2022-07-01T00:59:07,269,C,128
B47,2022-07-01T00:59:16,234,C,146
B48,2022-07-01T00:59:16,210,C,50
J21,2022-07-01T00:56:40,692,C,161
SM9,2022-07-01T00:47:34,26,C,0
Q82,2018-08-13T06:36:53,420,C,378
HG2,2022-07-01T00:58:55,229,C,78
HG2B,2022-07-01T00:59:13,323,C,185
HG4,2022-07-01T00:59:04,407,C,150
GSM,2022-07-01T00:58:25,200,C,11
SK40,2022-07-01T00:56:07,516,C,327
SK41,2022-07-01T00:56:53,394,C,173
SK44,2022-07-01T00:56:16,422,C,168
SK48,2022-07-01T00:56:16,471,C,239
SK49,2022-07-01T00:55:00,485,C,274
SK50,2022-07-01T00:56:59,472,C,254
SK51,2022-07-01T00:56:05,543,C,338
KEM1,2022-07-01T00:59:08,215,C,107
BR8,2022-07-01T00:58:58,127,C,48
BR6,2022-07-01T00:59:12,131,C,108
BR10,2022-07-01T00:59:12,59,C,59
GSML,2022-07-01T00:57:55,22,C,20
CK53,2022-07-01T00:56:42,918,C,654
HG73,2022-07-01T00:58:53,1052,C,755
W106,2022-07-01T00:35:50,709,C,473
W104,2022-07-01T00:35:53,696,C,453
W105,2022-07-01T00:35:53,126,C,22
CK10,2022-07-01T00:56:35,395,C,248
CK9,2022-07-01T00:56:43,45,C,0
EC2,2022-07-01T00:58:03,809,C,283
EC3,2022-07-01T00:57:55,46,C,19
EC4,2022-07-01T00:57:56,114,C,64
ECM,2022-07-01T00:58:20,407,C,215
M33,2022-07-01T00:58:20,125,C,39
CK59,2022-07-01T00:56:50,458,C,226
CKM9,2022-07-01T00:56:56,273,C,124
W782,2022-07-01T00:35:51,383,C,170
SK5,2022-07-01T00:57:14,670,C,333
PL18,2022-07-01T00:58:41,615,C,334
PL21,2022-07-01T00:58:41,615,C,316
PL43,2022-07-01T00:58:21,417,C,102
PL59,2022-07-01T00:57:47,669,C,157
PL52,2022-07-01T00:58:07,587,C,273
PL65,2022-07-01T00:57:43,466,C,96
W12M,2022-07-01T00:33:44,459,C,203
W12L,2016-06-03T13:30:14,10,C,10
W93,2022-07-01T00:33:36,447,C,296
PM26,2022-07-01T00:59:23,451,C,171
BJ14,2022-07-01T00:56:30,63,C,27
BJ15,2022-07-01T00:56:44,37,C,7
BJ16,2022-07-01T00:56:38,311,C,236
BJ23,2022-07-01T00:56:31,16,C,12
BJ44,2022-07-01T00:56:42,994,C,740
BJMP,2022-07-01T00:56:46,60,C,44
SG4,2022-07-01T00:56:42,146,C,18
Y12,2022-07-01T00:55:48,619,C,179
EC7,2022-07-01T00:58:24,127,C,25
Y62M,2022-07-01T00:56:05,240,C,64
Q68,2022-07-01T00:58:17,95,C,8
Q65,2022-07-01T00:58:03,95,C,37
SK89,2022-07-01T00:55:06,492,C,288
AR1M,2022-07-01T00:59:19,196,C,116
A35,2022-07-01T00:58:52,555,C,217
A45,2022-07-01T00:58:43,397,C,158
A48,2022-07-01T00:58:47,62,C,15
A64,2022-07-01T00:58:49,132,C,20
TB19,2022-07-01T00:59:04,100,C,26
Y5,2022-07-01T00:56:36,210,C,48
Q77M,2022-07-01T00:59:04,607,C,275
Q80,2022-07-01T00:59:02,31,C,16
Q85,2022-07-01T00:59:02,148,C,130
W570,2022-07-01T00:32:59,341,C,96
TB17,2022-06-30T23:01:53,366,C,75
TBM5,2022-06-30T23:01:53,423,C,202
TBM6,2022-06-30T23:01:53,400,C,311
TBM7,2022-06-30T23:01:54,529,C,378
PM23,2022-07-01T00:58:38,381,C,298
PR13,2022-07-01T00:58:38,375,C,110
SK95,2022-07-01T00:56:39,683,C,238
SK90,2022-07-01T00:55:37,495,C,194
EC8,2022-07-01T00:58:08,165,C,146
Y6,2022-07-01T00:56:45,366,C,79
Y58,2022-07-01T00:55:48,42,C,1
A87,2022-07-01T00:58:50,124,C,48
A41,2022-07-01T00:58:46,308,C,107
A42,2022-07-01T00:58:53,166,C,92
HG19,2022-07-01T00:59:15,568,C,156
HG20,2022-07-01T00:58:55,590,C,137
HG23,2022-07-01T00:59:09,282,C,4
W82,2022-07-01T00:33:20,450,C,259
W95,2022-07-01T00:33:38,464,C,301
SB33,2022-07-01T00:57:04,384,C,208
Y41,2022-07-01T00:57:19,478,C,165
Y41M,2022-07-01T00:57:19,342,C,232
J6,2022-07-01T00:56:19,322,C,94
J7,2022-07-01T00:56:33,950,C,309
W85,2022-07-01T00:33:57,515,C,317
SK85,2022-07-01T00:55:30,357,C,125
SI10,2022-07-01T00:58:22,294,C,115
SI6,2022-07-01T00:58:28,39,C,8
SI7,2022-07-01T00:58:28,364,C,155
SI8,2022-07-01T00:58:28,118,C,74
SI9,2022-07-01T00:58:10,190,C,47
T20,2022-07-01T00:57:42,393,C,132
T30,2022-07-01T00:57:44,226,C,87
T31,2022-07-01T00:57:44,193,C,50
T79,2022-07-01T00:57:49,462,C,134
T81,2022-07-01T00:57:58,685,C,177
TM15,2022-07-01T00:58:18,299,C,123
TM16,2022-07-01T00:57:52,284,C,77
TM44,2022-07-01T00:57:58,216,C,113
Q17,2022-07-01T00:56:37,34,C,10
Q16A,2016-10-19T03:42:55,40,C,11
Q96,2022-07-01T00:58:15,235,C,48
HG74,2022-07-01T00:59:15,316,C,126
B41,2022-07-01T00:58:59,26,C,3
B43,2022-07-01T00:58:49,217,C,65
B46,2022-07-01T00:59:43,66,C,62
B49,2022-07-01T00:58:50,183,C,51
B72,2022-07-01T00:59:42,412,C,118
B73,2022-07-01T00:59:03,50,C,25
B74,2022-07-01T00:59:03,365,C,132
B7B,2022-07-01T00:59:33,21,C,15
B83,2022-07-01T00:59:12,212,C,98
B85,2022-07-01T00:59:38,559,C,289
B94,2022-07-01T00:58:50,438,C,246
B94A,2022-07-01T00:58:50,186,C,53
B99M,2022-07-01T00:59:12,508,C,203
BB,2016-05-13T18:05:48,21,C,18
CC1,2017-06-01T14:27:28,87,C,87
CC10,2022-07-01T00:58:54,233,C,102
CC11,2022-07-01T00:58:54,417,C,148
CC4,2022-07-01T00:59:21,387,C,87
